# Team 0: AllInAgent, Team 1: PlayerAgent
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
62,Turn,1,-1258,1258,CHECK,0,"['7d', '4s']","['5s', '8d']","['2h', '9h', '2d', '5h']",,,100,100
62,River,0,-1258,1258,CHECK,0,"['7d', '4s']","['5s', '8d']","['2h', '9h', '2d', '5h', '8h']",,,100,100
62,River,1,-1258,1258,CHECK,0,"['7d', '4s']","['5s', '8d']","['2h', '9h', '2d', '5h', '8h']",,,100,100
63,Pre-Flop,1,-1358,1358,CALL,0,"['8h', '7h']","['4h', '7d']","['3s', '2s']",,,1,1
63,Pre-Flop,0,-1358,1358,RAISE,98,"['8h', '7h']","['4h', '7d']","['3s', '2s']",,,2,2
63,Pre-Flop,1,-1358,1358,DISCARD,0,"['8h', '7h']","['4h', '7d']","['3s', '2s']",,,2,2
63,Pre-Flop,1,-1358,1358,CALL,0,"['8h', '7h']","['9d', '7d']","['3s', '2s']",,4h,2,2
63,Flop,1,-1358,1358,CHECK,0,"['8h', '7h']","['9d', '7d']","['3s', '2s', '5h']",,4h,100,100
63,Flop,0,-1358,1358,CHECK,0,"['8h', '7h']","['9d', '7d']","['3s', '2s', '5h']",,4h,100,100
63,Turn,1,-1358,1358,CHECK,0,"['8h', '7h']","['9d', '7d']","['3s', '2s', '5h', '4d']",,4h,100,100
63,Turn,0,-1358,1358,CHECK,0,"['8h', '7h']","['9d', '7d']","['3s', '2s', '5h', '4d']",,4h,100,100
63,River,1,-1358,1358,CHECK,0,"['8h', '7h']","['9d', '7d']","['3s', '2s', '5h', '4d', 'Ah']",,4h,100,100
63,River,0,-1358,1358,CHECK,0,"['8h', '7h']","['9d', '7d']","['3s', '2s', '5h', '4d', 'Ah']",,4h,100,100
64,Pre-Flop,0,-1358,1358,RAISE,98,"['8h', '2h']","['6d', '8s']","['4s', '7h']",,,1,1
64,Pre-Flop,1,-1358,1358,DISCARD,0,"['8h', '2h']","['6d', '8s']","['4s', '7h']",,,2,2
64,Pre-Flop,1,-1358,1358,CALL,0,"['8h', '2h']","['6d', '4d']","['4s', '7h']",,8s,2,2
64,Flop,0,-1358,1358,CHECK,0,"['8h', '2h']","['6d', '4d']","['4s', '7h', '3d']",,8s,100,100
64,Flop,1,-1358,1358,CHECK,0,"['8h', '2h']","['6d', '4d']","['4s', '7h', '3d']",,8s,100,100
64,Turn,0,-1358,1358,CHECK,0,"['8h', '2h']","['6d', '4d']","['4s', '7h', '3d', 'Ad']",,8s,100,100
64,Turn,1,-1358,1358,CHECK,0,"['8h', '2h']","['6d', '4d']","['4s', '7h', '3d', 'Ad']",,8s,100,100
64,River,0,-1358,1358,CHECK,0,"['8h', '2h']","['6d', '4d']","['4s', '7h', '3d', 'Ad', '5d']",,8s,100,100
64,River,1,-1358,1358,CHECK,0,"['8h', '2h']","['6d', '4d']","['4s', '7h', '3d', 'Ad', '5d']",,8s,100,100
65,Pre-Flop,1,-1458,1458,CALL,0,"['2d', '4h']","['9d', 'As']","['9h', '7h']",,,1,1
65,Pre-Flop,0,-1458,1458,RAISE,98,"['2d', '4h']","['9d', 'As']","['9h', '7h']",,,2,2
65,Pre-Flop,1,-1458,1458,CALL,0,"['2d', '4h']","['9d', 'As']","['9h', '7h']",,,2,2
65,Flop,1,-1458,1458,CHECK,0,"['2d', '4h']","['9d', 'As']","['9h', '7h', '8h']",,,100,100
65,Flop,0,-1458,1458,CHECK,0,"['2d', '4h']","['9d', 'As']","['9h', '7h', '8h']",,,100,100
65,Turn,1,-1458,1458,CHECK,0,"['2d', '4h']","['9d', 'As']","['9h', '7h', '8h', '6d']",,,100,100
65,Turn,0,-1458,1458,CHECK,0,"['2d', '4h']","['9d', 'As']","['9h', '7h', '8h', '6d']",,,100,100
65,River,1,-1458,1458,CHECK,0,"['2d', '4h']","['9d', 'As']","['9h', '7h', '8h', '6d', '2h']",,,100,100
65,River,0,-1458,1458,CHECK,0,"['2d', '4h']","['9d', 'As']","['9h', '7h', '8h', '6d', '2h']",,,100,100
66,Pre-Flop,0,-1358,1358,RAISE,98,"['2s', '2h']","['5s', '4h']","['Ah', '5d']",,,1,1
66,Pre-Flop,1,-1358,1358,DISCARD,0,"['2s', '2h']","['5s', '4h']","['Ah', '5d']",,,2,2
66,Pre-Flop,1,-1358,1358,CALL,0,"['2s', '2h']","['5h', '4h']","['Ah', '5d']",,5s,2,2
66,Flop,0,-1358,1358,CHECK,0,"['2s', '2h']","['5h', '4h']","['Ah', '5d', 'Ad']",,5s,100,100
66,Flop,1,-1358,1358,CHECK,0,"['2s', '2h']","['5h', '4h']","['Ah', '5d', 'Ad']",,5s,100,100
66,Turn,0,-1358,1358,CHECK,0,"['2s', '2h']","['5h', '4h']","['Ah', '5d', 'Ad', '7d']",,5s,100,100
66,Turn,1,-1358,1358,CHECK,0,"['2s', '2h']","['5h', '4h']","['Ah', '5d', 'Ad', '7d']",,5s,100,100
66,River,0,-1358,1358,CHECK,0,"['2s', '2h']","['5h', '4h']","['Ah', '5d', 'Ad', '7d', '3h']",,5s,100,100
66,River,1,-1358,1358,CHECK,0,"['2s', '2h']","['5h', '4h']","['Ah', '5d', 'Ad', '7d', '3h']",,5s,100,100
67,Pre-Flop,1,-1458,1458,CALL,0,"['8s', '2d']","['5h', '9s']","['3d', '8h']",,,1,1
67,Pre-Flop,0,-1458,1458,RAISE,98,"['8s', '2d']","['5h', '9s']","['3d', '8h']",,,2,2
67,Pre-Flop,1,-1458,1458,CALL,0,"['8s', '2d']","['5h', '9s']","['3d', '8h']",,,2,2
67,Flop,1,-1458,1458,CHECK,0,"['8s', '2d']","['5h', '9s']","['3d', '8h', '8d']",,,100,100
67,Flop,0,-1458,1458,CHECK,0,"['8s', '2d']","['5h', '9s']","['3d', '8h', '8d']",,,100,100
67,Turn,1,-1458,1458,CHECK,0,"['8s', '2d']","['5h', '9s']","['3d', '8h', '8d', '2h']",,,100,100
67,Turn,0,-1458,1458,CHECK,0,"['8s', '2d']","['5h', '9s']","['3d', '8h', '8d', '2h']",,,100,100
67,River,1,-1458,1458,CHECK,0,"['8s', '2d']","['5h', '9s']","['3d', '8h', '8d', '2h', '3h']",,,100,100
67,River,0,-1458,1458,CHECK,0,"['8s', '2d']","['5h', '9s']","['3d', '8h', '8d', '2h', '3h']",,,100,100
68,Pre-Flop,0,-1358,1358,RAISE,98,"['7s', '7d']","['5h', '2d']","['6d', '7h']",,,1,1
68,Pre-Flop,1,-1358,1358,DISCARD,0,"['7s', '7d']","['5h', '2d']","['6d', '7h']",,,2,2
68,Pre-Flop,1,-1358,1358,CALL,0,"['7s', '7d']","['5h', 'Ad']","['6d', '7h']",,2d,2,2
68,Flop,0,-1358,1358,CHECK,0,"['7s', '7d']","['5h', 'Ad']","['6d', '7h', '6h']",,2d,100,100
68,Flop,1,-1358,1358,CHECK,0,"['7s', '7d']","['5h', 'Ad']","['6d', '7h', '6h']",,2d,100,100
68,Turn,0,-1358,1358,CHECK,0,"['7s', '7d']","['5h', 'Ad']","['6d', '7h', '6h', '8s']",,2d,100,100
68,Turn,1,-1358,1358,CHECK,0,"['7s', '7d']","['5h', 'Ad']","['6d', '7h', '6h', '8s']",,2d,100,100
68,River,0,-1358,1358,CHECK,0,"['7s', '7d']","['5h', 'Ad']","['6d', '7h', '6h', '8s', 'Ah']",,2d,100,100
68,River,1,-1358,1358,CHECK,0,"['7s', '7d']","['5h', 'Ad']","['6d', '7h', '6h', '8s', 'Ah']",,2d,100,100
69,Pre-Flop,1,-1258,1258,CALL,0,"['2s', '9d']","['2h', '2d']","['8s', '7d']",,,1,1
69,Pre-Flop,0,-1258,1258,RAISE,98,"['2s', '9d']","['2h', '2d']","['8s', '7d']",,,2,2
69,Pre-Flop,1,-1258,1258,DISCARD,0,"['2s', '9d']","['2h', '2d']","['8s', '7d']",,,2,2
69,Pre-Flop,1,-1258,1258,FOLD,0,"['2s', '9d']","['6s', '2d']","['8s', '7d']",,2h,2,2
70,Pre-Flop,0,-1256,1256,RAISE,98,"['Ad', '5s']","['5h', 'Ah']","['As', '2s']",,,1,1
70,Pre-Flop,1,-1256,1256,CALL,0,"['Ad', '5s']","['5h', 'Ah']","['As', '2s']",,,2,2
70,Flop,0,-1256,1256,CHECK,0,"['Ad', '5s']","['5h', 'Ah']","['As', '2s', '4h']",,,100,100
70,Flop,1,-1256,1256,CHECK,0,"['Ad', '5s']","['5h', 'Ah']","['As', '2s', '4h']",,,100,100
70,Turn,0,-1256,1256,CHECK,0,"['Ad', '5s']","['5h', 'Ah']","['As', '2s', '4h', '8h']",,,100,100
70,Turn,1,-1256,1256,CHECK,0,"['Ad', '5s']","['5h', 'Ah']","['As', '2s', '4h', '8h']",,,100,100
70,River,0,-1256,1256,CHECK,0,"['Ad', '5s']","['5h', 'Ah']","['As', '2s', '4h', '8h', '3d']",,,100,100
70,River,1,-1256,1256,CHECK,0,"['Ad', '5s']","['5h', 'Ah']","['As', '2s', '4h', '8h', '3d']",,,100,100
71,Pre-Flop,1,-1256,1256,CALL,0,"['2s', '3s']","['2d', '4d']","['8h', '9h']",,,1,1
71,Pre-Flop,0,-1256,1256,RAISE,98,"['2s', '3s']","['2d', '4d']","['8h', '9h']",,,2,2
71,Pre-Flop,1,-1256,1256,DISCARD,0,"['2s', '3s']","['2d', '4d']","['8h', '9h']",,,2,2
71,Pre-Flop,1,-1256,1256,FOLD,0,"['2s', '3s']","['2h', '4d']","['8h', '9h']",,2d,2,2
72,Pre-Flop,0,-1254,1254,RAISE,98,"['8h', '2h']","['7s', '4d']","['As', '2d']",,,1,1
72,Pre-Flop,1,-1254,1254,DISCARD,0,"['8h', '2h']","['7s', '4d']","['As', '2d']",,,2,2
72,Pre-Flop,1,-1254,1254,CALL,0,"['8h', '2h']","['7s', '6s']","['As', '2d']",,4d,2,2
72,Flop,0,-1254,1254,CHECK,0,"['8h', '2h']","['7s', '6s']","['As', '2d', '6d']",,4d,100,100
72,Flop,1,-1254,1254,CHECK,0,"['8h', '2h']","['7s', '6s']","['As', '2d', '6d']",,4d,100,100
72,Turn,0,-1254,1254,CHECK,0,"['8h', '2h']","['7s', '6s']","['As', '2d', '6d', '4s']",,4d,100,100
72,Turn,1,-1254,1254,CHECK,0,"['8h', '2h']","['7s', '6s']","['As', '2d', '6d', '4s']",,4d,100,100
72,River,0,-1254,1254,CHECK,0,"['8h', '2h']","['7s', '6s']","['As', '2d', '6d', '4s', '5d']",,4d,100,100
72,River,1,-1254,1254,CHECK,0,"['8h', '2h']","['7s', '6s']","['As', '2d', '6d', '4s', '5d']",,4d,100,100
73,Pre-Flop,1,-1354,1354,CALL,0,"['6h', '3h']","['Ah', '8h']","['7d', '7s']",,,1,1
73,Pre-Flop,0,-1354,1354,RAISE,98,"['6h', '3h']","['Ah', '8h']","['7d', '7s']",,,2,2
73,Pre-Flop,1,-1354,1354,CALL,0,"['6h', '3h']","['Ah', '8h']","['7d', '7s']",,,2,2
73,Flop,1,-1354,1354,CHECK,0,"['6h', '3h']","['Ah', '8h']","['7d', '7s', 'Ad']",,,100,100
73,Flop,0,-1354,1354,CHECK,0,"['6h', '3h']","['Ah', '8h']","['7d', '7s', 'Ad']",,,100,100
73,Turn,1,-1354,1354,CHECK,0,"['6h', '3h']","['Ah', '8h']","['7d', '7s', 'Ad', '3d']",,,100,100
73,Turn,0,-1354,1354,CHECK,0,"['6h', '3h']","['Ah', '8h']","['7d', '7s', 'Ad', '3d']",,,100,100
73,River,1,-1354,1354,CHECK,0,"['6h', '3h']","['Ah', '8h']","['7d', '7s', 'Ad', '3d', '2h']",,,100,100
73,River,0,-1354,1354,CHECK,0,"['6h', '3h']","['Ah', '8h']","['7d', '7s', 'Ad', '3d', '2h']",,,100,100
74,Pre-Flop,0,-1454,1454,RAISE,98,"['7d', '7h']","['4s', '3h']","['2h', '7s']",,,1,1
74,Pre-Flop,1,-1454,1454,DISCARD,0,"['7d', '7h']","['4s', '3h']","['2h', '7s']",,,2,2
74,Pre-Flop,1,-1454,1454,FOLD,0,"['7d', '7h']","['4s', 'Ad']","['2h', '7s']",,3h,2,2
75,Pre-Flop,1,-1452,1452,CALL,0,"['6s', '2s']","['Ad', '3d']","['4h', '3s']",,,1,1
75,Pre-Flop,0,-1452,1452,RAISE,98,"['6s', '2s']","['Ad', '3d']","['4h', '3s']",,,2,2
75,Pre-Flop,1,-1452,1452,DISCARD,0,"['6s', '2s']","['Ad', '3d']","['4h', '3s']",,,2,2
75,Pre-Flop,1,-1452,1452,FOLD,0,"['6s', '2s']","['As', '3d']","['4h', '3s']",,Ad,2,2
76,Pre-Flop,0,-1450,1450,RAISE,98,"['8h', '9h']","['2h', '3d']","['7d', '7h']",,,1,1
76,Pre-Flop,1,-1450,1450,DISCARD,0,"['8h', '9h']","['2h', '3d']","['7d', '7h']",,,2,2
76,Pre-Flop,1,-1450,1450,FOLD,0,"['8h', '9h']","['2h', '9s']","['7d', '7h']",,3d,2,2
77,Pre-Flop,1,-1448,1448,CALL,0,"['4d', 'Ah']","['3s', '4h']","['7s', '7h']",,,1,1
77,Pre-Flop,0,-1448,1448,RAISE,98,"['4d', 'Ah']","['3s', '4h']","['7s', '7h']",,,2,2
77,Pre-Flop,1,-1448,1448,DISCARD,0,"['4d', 'Ah']","['3s', '4h']","['7s', '7h']",,,2,2
77,Pre-Flop,1,-1448,1448,FOLD,0,"['4d', 'Ah']","['8h', '4h']","['7s', '7h']",,3s,2,2
78,Pre-Flop,0,-1446,1446,RAISE,98,"['3s', '6s']","['9d', '2d']","['Ah', '8h']",,,1,1
78,Pre-Flop,1,-1446,1446,DISCARD,0,"['3s', '6s']","['9d', '2d']","['Ah', '8h']",,,2,2
78,Pre-Flop,1,-1446,1446,CALL,0,"['3s', '6s']","['9d', '6h']","['Ah', '8h']",,2d,2,2
78,Flop,0,-1446,1446,CHECK,0,"['3s', '6s']","['9d', '6h']","['Ah', '8h', '9h']",,2d,100,100
78,Flop,1,-1446,1446,CHECK,0,"['3s', '6s']","['9d', '6h']","['Ah', '8h', '9h']",,2d,100,100
78,Turn,0,-1446,1446,CHECK,0,"['3s', '6s']","['9d', '6h']","['Ah', '8h', '9h', 'Ad']",,2d,100,100
78,Turn,1,-1446,1446,CHECK,0,"['3s', '6s']","['9d', '6h']","['Ah', '8h', '9h', 'Ad']",,2d,100,100
78,River,0,-1446,1446,CHECK,0,"['3s', '6s']","['9d', '6h']","['Ah', '8h', '9h', 'Ad', '2h']",,2d,100,100
78,River,1,-1446,1446,CHECK,0,"['3s', '6s']","['9d', '6h']","['Ah', '8h', '9h', 'Ad', '2h']",,2d,100,100
79,Pre-Flop,1,-1546,1546,CALL,0,"['9h', '2h']","['5d', '3s']","['7d', '4d']",,,1,1
79,Pre-Flop,0,-1546,1546,RAISE,98,"['9h', '2h']","['5d', '3s']","['7d', '4d']",,,2,2
79,Pre-Flop,1,-1546,1546,DISCARD,0,"['9h', '2h']","['5d', '3s']","['7d', '4d']",,,2,2
79,Pre-Flop,1,-1546,1546,FOLD,0,"['9h', '2h']","['3h', '3s']","['7d', '4d']",,5d,2,2
80,Pre-Flop,0,-1544,1544,RAISE,98,"['9d', '5d']","['6s', '2h']","['9h', 'As']",,,1,1
80,Pre-Flop,1,-1544,1544,DISCARD,0,"['9d', '5d']","['6s', '2h']","['9h', 'As']",,,2,2
80,Pre-Flop,1,-1544,1544,FOLD,0,"['9d', '5d']","['7d', '2h']","['9h', 'As']",,6s,2,2
81,Pre-Flop,1,-1542,1542,CALL,0,"['Ah', '7d']","['2d', '4d']","['9d', '6d']",,,1,1
81,Pre-Flop,0,-1542,1542,RAISE,98,"['Ah', '7d']","['2d', '4d']","['9d', '6d']",,,2,2
81,Pre-Flop,1,-1542,1542,DISCARD,0,"['Ah', '7d']","['2d', '4d']","['9d', '6d']",,,2,2
81,Pre-Flop,1,-1542,1542,FOLD,0,"['Ah', '7d']","['2d', '5d']","['9d', '6d']",,4d,2,2
82,Pre-Flop,0,-1540,1540,RAISE,98,"['Ad', '7s']","['3d', '7h']","['9d', '8d']",,,1,1
82,Pre-Flop,1,-1540,1540,DISCARD,0,"['Ad', '7s']","['3d', '7h']","['9d', '8d']",,,2,2
82,Pre-Flop,1,-1540,1540,FOLD,0,"['Ad', '7s']","['3d', '5s']","['9d', '8d']",,7h,2,2
83,Pre-Flop,1,-1538,1538,CALL,0,"['Ah', '9s']","['6s', '7d']","['5h', '4s']",,,1,1
83,Pre-Flop,0,-1538,1538,RAISE,98,"['Ah', '9s']","['6s', '7d']","['5h', '4s']",,,2,2
83,Pre-Flop,1,-1538,1538,CALL,0,"['Ah', '9s']","['6s', '7d']","['5h', '4s']",,,2,2
83,Flop,1,-1538,1538,CHECK,0,"['Ah', '9s']","['6s', '7d']","['5h', '4s', '2d']",,,100,100
83,Flop,0,-1538,1538,CHECK,0,"['Ah', '9s']","['6s', '7d']","['5h', '4s', '2d']",,,100,100
83,Turn,1,-1538,1538,CHECK,0,"['Ah', '9s']","['6s', '7d']","['5h', '4s', '2d', '3d']",,,100,100
83,Turn,0,-1538,1538,CHECK,0,"['Ah', '9s']","['6s', '7d']","['5h', '4s', '2d', '3d']",,,100,100
83,River,1,-1538,1538,CHECK,0,"['Ah', '9s']","['6s', '7d']","['5h', '4s', '2d', '3d', '4h']",,,100,100
83,River,0,-1538,1538,CHECK,0,"['Ah', '9s']","['6s', '7d']","['5h', '4s', '2d', '3d', '4h']",,,100,100
84,Pre-Flop,0,-1638,1638,RAISE,98,"['8h', '8d']","['6d', '7h']","['Ah', '7s']",,,1,1
84,Pre-Flop,1,-1638,1638,CALL,0,"['8h', '8d']","['6d', '7h']","['Ah', '7s']",,,2,2
84,Flop,0,-1638,1638,CHECK,0,"['8h', '8d']","['6d', '7h']","['Ah', '7s', '3d']",,,100,100
84,Flop,1,-1638,1638,CHECK,0,"['8h', '8d']","['6d', '7h']","['Ah', '7s', '3d']",,,100,100
84,Turn,0,-1638,1638,CHECK,0,"['8h', '8d']","['6d', '7h']","['Ah', '7s', '3d', '2d']",,,100,100
84,Turn,1,-1638,1638,CHECK,0,"['8h', '8d']","['6d', '7h']","['Ah', '7s', '3d', '2d']",,,100,100
84,River,0,-1638,1638,CHECK,0,"['8h', '8d']","['6d', '7h']","['Ah', '7s', '3d', '2d', '3s']",,,100,100
84,River,1,-1638,1638,CHECK,0,"['8h', '8d']","['6d', '7h']","['Ah', '7s', '3d', '2d', '3s']",,,100,100
85,Pre-Flop,1,-1538,1538,CALL,0,"['7h', '2d']","['9d', '8h']","['4d', '4s']",,,1,1
85,Pre-Flop,0,-1538,1538,RAISE,98,"['7h', '2d']","['9d', '8h']","['4d', '4s']",,,2,2
85,Pre-Flop,1,-1538,1538,CALL,0,"['7h', '2d']","['9d', '8h']","['4d', '4s']",,,2,2
85,Flop,1,-1538,1538,CHECK,0,"['7h', '2d']","['9d', '8h']","['4d', '4s', '3s']",,,100,100
85,Flop,0,-1538,1538,CHECK,0,"['7h', '2d']","['9d', '8h']","['4d', '4s', '3s']",,,100,100
85,Turn,1,-1538,1538,CHECK,0,"['7h', '2d']","['9d', '8h']","['4d', '4s', '3s', '9s']",,,100,100
85,Turn,0,-1538,1538,CHECK,0,"['7h', '2d']","['9d', '8h']","['4d', '4s', '3s', '9s']",,,100,100
85,River,1,-1538,1538,CHECK,0,"['7h', '2d']","['9d', '8h']","['4d', '4s', '3s', '9s', '7d']",,,100,100
85,River,0,-1538,1538,CHECK,0,"['7h', '2d']","['9d', '8h']","['4d', '4s', '3s', '9s', '7d']",,,100,100
86,Pre-Flop,0,-1638,1638,RAISE,98,"['3d', '8h']","['7s', '9s']","['5d', '8s']",,,1,1
86,Pre-Flop,1,-1638,1638,CALL,0,"['3d', '8h']","['7s', '9s']","['5d', '8s']",,,2,2
86,Flop,0,-1638,1638,CHECK,0,"['3d', '8h']","['7s', '9s']","['5d', '8s', '5s']",,,100,100
86,Flop,1,-1638,1638,CHECK,0,"['3d', '8h']","['7s', '9s']","['5d', '8s', '5s']",,,100,100
86,Turn,0,-1638,1638,CHECK,0,"['3d', '8h']","['7s', '9s']","['5d', '8s', '5s', 'Ah']",,,100,100
86,Turn,1,-1638,1638,CHECK,0,"['3d', '8h']","['7s', '9s']","['5d', '8s', '5s', 'Ah']",,,100,100
86,River,0,-1638,1638,CHECK,0,"['3d', '8h']","['7s', '9s']","['5d', '8s', '5s', 'Ah', '4s']",,,100,100
86,River,1,-1638,1638,CHECK,0,"['3d', '8h']","['7s', '9s']","['5d', '8s', '5s', 'Ah', '4s']",,,100,100
87,Pre-Flop,1,-1738,1738,CALL,0,"['4s', '8s']","['4d', '5s']","['8d', '9s']",,,1,1
87,Pre-Flop,0,-1738,1738,RAISE,98,"['4s', '8s']","['4d', '5s']","['8d', '9s']",,,2,2
87,Pre-Flop,1,-1738,1738,DISCARD,0,"['4s', '8s']","['4d', '5s']","['8d', '9s']",,,2,2
87,Pre-Flop,1,-1738,1738,FOLD,0,"['4s', '8s']","['4d', '7d']","['8d', '9s']",,5s,2,2
88,Pre-Flop,0,-1736,1736,RAISE,98,"['Ad', '7s']","['As', '6d']","['6s', '6h']",,,1,1
88,Pre-Flop,1,-1736,1736,CALL,0,"['Ad', '7s']","['As', '6d']","['6s', '6h']",,,2,2
88,Flop,0,-1736,1736,CHECK,0,"['Ad', '7s']","['As', '6d']","['6s', '6h', '9s']",,,100,100
88,Flop,1,-1736,1736,CHECK,0,"['Ad', '7s']","['As', '6d']","['6s', '6h', '9s']",,,100,100
88,Turn,0,-1736,1736,CHECK,0,"['Ad', '7s']","['As', '6d']","['6s', '6h', '9s', '5s']",,,100,100
88,Turn,1,-1736,1736,CHECK,0,"['Ad', '7s']","['As', '6d']","['6s', '6h', '9s', '5s']",,,100,100
88,River,0,-1736,1736,CHECK,0,"['Ad', '7s']","['As', '6d']","['6s', '6h', '9s', '5s', '8h']",,,100,100
88,River,1,-1736,1736,CHECK,0,"['Ad', '7s']","['As', '6d']","['6s', '6h', '9s', '5s', '8h']",,,100,100
89,Pre-Flop,1,-1636,1636,CALL,0,"['9s', '8d']","['3h', '2h']","['3s', '3d']",,,1,1
89,Pre-Flop,0,-1636,1636,RAISE,98,"['9s', '8d']","['3h', '2h']","['3s', '3d']",,,2,2
89,Pre-Flop,1,-1636,1636,DISCARD,0,"['9s', '8d']","['3h', '2h']","['3s', '3d']",,,2,2
89,Pre-Flop,1,-1636,1636,FOLD,0,"['9s', '8d']","['6h', '2h']","['3s', '3d']",,3h,2,2
90,Pre-Flop,0,-1634,1634,RAISE,98,"['Ah', '8s']","['4h', '6s']","['2s', '9d']",,,1,1
90,Pre-Flop,1,-1634,1634,DISCARD,0,"['Ah', '8s']","['4h', '6s']","['2s', '9d']",,,2,2
90,Pre-Flop,1,-1634,1634,CALL,0,"['Ah', '8s']","['4h', 'Ad']","['2s', '9d']",,6s,2,2
90,Flop,0,-1634,1634,CHECK,0,"['Ah', '8s']","['4h', 'Ad']","['2s', '9d', '2h']",,6s,100,100
90,Flop,1,-1634,1634,CHECK,0,"['Ah', '8s']","['4h', 'Ad']","['2s', '9d', '2h']",,6s,100,100
90,Turn,0,-1634,1634,CHECK,0,"['Ah', '8s']","['4h', 'Ad']","['2s', '9d', '2h', '8d']",,6s,100,100
90,Turn,1,-1634,1634,CHECK,0,"['Ah', '8s']","['4h', 'Ad']","['2s', '9d', '2h', '8d']",,6s,100,100
90,River,0,-1634,1634,CHECK,0,"['Ah', '8s']","['4h', 'Ad']","['2s', '9d', '2h', '8d', '8h']",,6s,100,100
90,River,1,-1634,1634,CHECK,0,"['Ah', '8s']","['4h', 'Ad']","['2s', '9d', '2h', '8d', '8h']",,6s,100,100
91,Pre-Flop,1,-1534,1534,CALL,0,"['6h', 'Ad']","['4d', '2s']","['4s', '6s']",,,1,1
91,Pre-Flop,0,-1534,1534,RAISE,98,"['6h', 'Ad']","['4d', '2s']","['4s', '6s']",,,2,2
91,Pre-Flop,1,-1534,1534,DISCARD,0,"['6h', 'Ad']","['4d', '2s']","['4s', '6s']",,,2,2
91,Pre-Flop,1,-1534,1534,FOLD,0,"['6h', 'Ad']","['3d', '2s']","['4s', '6s']",,4d,2,2
92,Pre-Flop,0,-1532,1532,RAISE,98,"['4h', 'As']","['2d', '9d']","['Ah', '9s']",,,1,1
92,Pre-Flop,1,-1532,1532,DISCARD,0,"['4h', 'As']","['2d', '9d']","['Ah', '9s']",,,2,2
92,Pre-Flop,1,-1532,1532,FOLD,0,"['4h', 'As']","['2d', '5d']","['Ah', '9s']",,9d,2,2
93,Pre-Flop,1,-1530,1530,CALL,0,"['Ad', '5d']","['4h', '4s']","['7h', '8h']",,,1,1
93,Pre-Flop,0,-1530,1530,RAISE,98,"['Ad', '5d']","['4h', '4s']","['7h', '8h']",,,2,2
93,Pre-Flop,1,-1530,1530,DISCARD,0,"['Ad', '5d']","['4h', '4s']","['7h', '8h']",,,2,2
93,Pre-Flop,1,-1530,1530,FOLD,0,"['Ad', '5d']","['3s', '4s']","['7h', '8h']",,4h,2,2
94,Pre-Flop,0,-1528,1528,RAISE,98,"['9s', '5h']","['2d', '5d']","['3h', '4h']",,,1,1
94,Pre-Flop,1,-1528,1528,DISCARD,0,"['9s', '5h']","['2d', '5d']","['3h', '4h']",,,2,2
94,Pre-Flop,1,-1528,1528,FOLD,0,"['9s', '5h']","['2d', '9h']","['3h', '4h']",,5d,2,2
95,Pre-Flop,1,-1526,1526,CALL,0,"['5h', '4h']","['3h', 'As']","['4s', '6s']",,,1,1
95,Pre-Flop,0,-1526,1526,RAISE,98,"['5h', '4h']","['3h', 'As']","['4s', '6s']",,,2,2
95,Pre-Flop,1,-1526,1526,CALL,0,"['5h', '4h']","['3h', 'As']","['4s', '6s']",,,2,2
95,Flop,1,-1526,1526,CHECK,0,"['5h', '4h']","['3h', 'As']","['4s', '6s', '8d']",,,100,100
95,Flop,0,-1526,1526,CHECK,0,"['5h', '4h']","['3h', 'As']","['4s', '6s', '8d']",,,100,100
95,Turn,1,-1526,1526,CHECK,0,"['5h', '4h']","['3h', 'As']","['4s', '6s', '8d', '7d']",,,100,100
95,Turn,0,-1526,1526,CHECK,0,"['5h', '4h']","['3h', 'As']","['4s', '6s', '8d', '7d']",,,100,100
95,River,1,-1526,1526,CHECK,0,"['5h', '4h']","['3h', 'As']","['4s', '6s', '8d', '7d', '2s']",,,100,100
95,River,0,-1526,1526,CHECK,0,"['5h', '4h']","['3h', 'As']","['4s', '6s', '8d', '7d', '2s']",,,100,100
96,Pre-Flop,0,-1426,1426,RAISE,98,"['2d', '7s']","['9d', '5d']","['8d', '4d']",,,1,1
96,Pre-Flop,1,-1426,1426,CALL,0,"['2d', '7s']","['9d', '5d']","['8d', '4d']",,,2,2
96,Flop,0,-1426,1426,CHECK,0,"['2d', '7s']","['9d', '5d']","['8d', '4d', '5s']",,,100,100
96,Flop,1,-1426,1426,CHECK,0,"['2d', '7s']","['9d', '5d']","['8d', '4d', '5s']",,,100,100
96,Turn,0,-1426,1426,CHECK,0,"['2d', '7s']","['9d', '5d']","['8d', '4d', '5s', 'As']",,,100,100
96,Turn,1,-1426,1426,CHECK,0,"['2d', '7s']","['9d', '5d']","['8d', '4d', '5s', 'As']",,,100,100
96,River,0,-1426,1426,CHECK,0,"['2d', '7s']","['9d', '5d']","['8d', '4d', '5s', 'As', '9h']",,,100,100
96,River,1,-1426,1426,CHECK,0,"['2d', '7s']","['9d', '5d']","['8d', '4d', '5s', 'As', '9h']",,,100,100
97,Pre-Flop,1,-1526,1526,CALL,0,"['6d', '7h']","['Ah', '5d']","['8h', '6h']",,,1,1
